File Name,File Size,Zipped File Size (Non-BWT Text),Compression Ratio (Non-BWT Text),File Name,File Size (BWT Text),Zipped File Size (BWT Text),Compression Ratio (BWT Text)
,15000,9130,1.642935378,,15000,9156,1.638269987
,15000,9153,1.638806949,,15000,9161,1.637375832
,15000,9160,1.637554585,,15000,9154,1.638627922
,15000,9162,1.637197119,,15000,9153,1.638806949
,15000,9151,1.639165119,,15000,9152,1.638986014
,15000,9154,1.638627922,,15000,9161,1.637375832
,15000,9152,1.638986014,,15000,9151,1.639165119
,15000,9145,1.640240569,,15000,9158,1.637912208
,15000,9150,1.639344262,,15000,9159,1.637733377
,15000,9151,1.639165119,,15000,9168,1.636125654
,15000,9142,1.640778823,,15000,9139,1.641317431
,15000,9147,1.639881929,,15000,9154,1.638627922
,15000,9155,1.638448935,,15000,9159,1.637733377
,15000,9142,1.640778823,,15000,9160,1.637554585
,15000,9155,1.638448935,,15000,9163,1.637018444
,15000,9152,1.638986014,,15000,9157,1.638091078
,15000,9163,1.637018444,,15000,9165,1.636661211
,15000,9156,1.638269987,,15000,9153,1.638806949
,15000,9155,1.638448935,,15000,9160,1.637554585
,15000,9148,1.639702667,,15000,9161,1.637375832
,15000,9150,1.639344262,,15000,9155,1.638448935
,15000,9151,1.639165119,,15000,9161,1.637375832
,15000,9141,1.64095832,,15000,9147,1.639881929
,15000,9146,1.640061229,,15000,9156,1.638269987
,15000,9154,1.638627922,,15000,9158,1.637912208
,15000,9143,1.640599366,,15000,9159,1.637733377
,15000,9146,1.640061229,,15000,9152,1.638986014
,15000,9151,1.639165119,,15000,9150,1.639344262
,15000,9140,1.641137856,,15000,9155,1.638448935
,15000,9149,1.639523445,,15000,9156,1.638269987
,15000,9148,1.639702667,,15000,9165,1.636661211
,15000,9161,1.637375832,,15000,9167,1.636304134
,15000,9147,1.639881929,,15000,9153,1.638806949
,15000,9135,1.642036125,,15000,9155,1.638448935
,15000,9160,1.637554585,,15000,9159,1.637733377
,15000,9156,1.638269987,,15000,9164,1.636839808
,15000,9158,1.637912208,,15000,9161,1.637375832
,15000,9146,1.640061229,,15000,9162,1.637197119
,15000,9136,1.641856392,,15000,9167,1.636304134
,15000,9165,1.636661211,,15000,9144,1.640419948
,15000,9143,1.640599366,,15000,9161,1.637375832
,15000,9143,1.640599366,,15000,9169,1.635947213
,15000,9143,1.640599366,,15000,9174,1.635055592
,15000,9152,1.638986014,,15000,9158,1.637912208
,15000,9156,1.638269987,,15000,9153,1.638806949
,15000,9146,1.640061229,,15000,9161,1.637375832
